track_id	genre_top	genres	genres_all	path_relative	genre_id	split
125186	Folk	[17, 103]	[17, 103]	/125186.mp3	1	val
125659	Instrumental	[18, 1235]	[18, 1235]	/125659.mp3	3	val
125680	Instrumental	[18, 1235]	[18, 1235]	/125680.mp3	3	train
125614	Instrumental	[18, 1235]	[18, 1235]	/125614.mp3	3	train
125820	Instrumental	[18, 1235]	[18, 1235]	/125820.mp3	3	val
125723	Pop	[362]	[362, 10]	/125723.mp3	5	train
125188	Folk	[17, 103]	[17, 103]	/125188.mp3	1	train
125616	Instrumental	[18, 1235]	[18, 1235]	/125616.mp3	3	train
125315	Electronic	[182]	[182, 15]	/125315.mp3	0	val
125159	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125159.mp3	0	train
125809	Instrumental	[18, 1235]	[18, 1235]	/125809.mp3	3	val
125774	Rock	[85, 404]	[404, 12, 85]	/125774.mp3	6	val
125161	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125161.mp3	0	test
125003	Rock	[89, 109, 404]	[12, 109, 404, 85, 89, 25]	/125003.mp3	6	val
125312	International	[2]	[2]	/125312.mp3	4	test
125551	Rock	[25, 26, 53]	[12, 45, 53, 25, 26]	/125551.mp3	6	val
125154	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125154.mp3	0	train
125158	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125158.mp3	0	val
125160	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125160.mp3	0	test
125777	Rock	[85, 404]	[404, 12, 85]	/125777.mp3	6	val
125721	Pop	[362]	[362, 10]	/125721.mp3	5	train
125823	Instrumental	[18, 1235]	[18, 1235]	/125823.mp3	3	test
125191	Folk	[17, 103]	[17, 103]	/125191.mp3	1	train
125289	Electronic	[42, 286, 400]	[42, 15, 400, 182, 286]	/125289.mp3	0	test
125287	Electronic	[296]	[296, 15]	/125287.mp3	0	val
125816	Instrumental	[18, 1235]	[18, 1235]	/125816.mp3	3	train
125196	Folk	[17, 103]	[17, 103]	/125196.mp3	1	test
125824	Instrumental	[18, 1235]	[18, 1235]	/125824.mp3	3	val
125192	Folk	[17, 103]	[17, 103]	/125192.mp3	1	val
125681	Instrumental	[18, 1235]	[18, 1235]	/125681.mp3	3	val
125620	Instrumental	[18, 1235]	[18, 1235]	/125620.mp3	3	train
125288	Electronic	[181, 182, 184]	[184, 181, 182, 15]	/125288.mp3	0	train
125185	Folk	[17, 103]	[17, 103]	/125185.mp3	1	train
148519	Pop	[10]	[10]	/148519.mp3	5	test
148231	Folk	[33, 103]	[33, 17, 103]	/148231.mp3	1	train
148605	Folk	[17]	[17]	/148605.mp3	1	val
148516	Pop	[10]	[10]	/148516.mp3	5	test
148604	Folk	[17]	[17]	/148604.mp3	1	train
148439	Electronic	[15, 181, 337]	[337, 181, 15]	/148439.mp3	0	train
148610	Pop	[10]	[10]	/148610.mp3	5	train
148290	Pop	[362]	[362, 10]	/148290.mp3	5	val
148186	Folk	[33, 103]	[33, 17, 103]	/148186.mp3	1	test
148121	Instrumental	[18]	[18, 1235]	/148121.mp3	3	train
148120	Instrumental	[18]	[18, 1235]	/148120.mp3	3	train
148124	Instrumental	[18]	[18, 1235]	/148124.mp3	3	train
148028	Hip-Hop	[100, 580]	[100, 21, 580]	/148028.mp3	2	train
148216	Folk	[33, 103]	[33, 17, 103]	/148216.mp3	1	train
148002	Instrumental	[1235]	[1235]	/148002.mp3	3	train
148114	Instrumental	[18]	[18, 1235]	/148114.mp3	3	val
148429	International	[46]	[2, 46]	/148429.mp3	4	train
148603	Folk	[17]	[17]	/148603.mp3	1	val
148514	Pop	[10]	[10]	/148514.mp3	5	test
148586	Pop	[10]	[10]	/148586.mp3	5	val
148286	Pop	[362]	[362, 10]	/148286.mp3	5	val
148585	Pop	[10]	[10]	/148585.mp3	5	test
148609	Pop	[10]	[10]	/148609.mp3	5	test
148289	Pop	[362]	[362, 10]	/148289.mp3	5	test
148517	Pop	[10]	[10]	/148517.mp3	5	train
148510	Pop	[10]	[10]	/148510.mp3	5	train
148213	Folk	[33, 103]	[33, 17, 103]	/148213.mp3	1	test
148287	Pop	[362]	[362, 10]	/148287.mp3	5	val
148537	Rock	[26]	[26, 12]	/148537.mp3	6	test
148608	Pop	[10]	[10]	/148608.mp3	5	train
148607	Pop	[10]	[10]	/148607.mp3	5	val
148208	Folk	[33, 103]	[33, 17, 103]	/148208.mp3	1	val
148430	International	[46]	[2, 46]	/148430.mp3	4	train
148444	Electronic	[15, 181, 337]	[337, 181, 15]	/148444.mp3	0	train
148234	Folk	[33, 103]	[33, 17, 103]	/148234.mp3	1	test
148112	Instrumental	[18]	[18, 1235]	/148112.mp3	3	train
148070	International	[79]	[2, 79]	/148070.mp3	4	train
148032	Hip-Hop	[100, 580]	[100, 21, 580]	/148032.mp3	2	train
148513	Pop	[10]	[10]	/148513.mp3	5	train
148078	International	[79]	[2, 79]	/148078.mp3	4	val
148536	Rock	[26]	[26, 12]	/148536.mp3	6	train
148218	Folk	[33, 103]	[33, 17, 103]	/148218.mp3	1	test
148131	Instrumental	[18]	[18, 1235]	/148131.mp3	3	test
148214	Folk	[33, 103]	[33, 17, 103]	/148214.mp3	1	val
148606	Pop	[10]	[10]	/148606.mp3	5	val
148217	Folk	[33, 103]	[33, 17, 103]	/148217.mp3	1	test
148288	Pop	[362]	[362, 10]	/148288.mp3	5	val
148130	Instrumental	[18]	[18, 1235]	/148130.mp3	3	train
148066	International	[79]	[2, 79]	/148066.mp3	4	train
148535	Folk	[17]	[17]	/148535.mp3	1	train
148190	Folk	[33, 103]	[33, 17, 103]	/148190.mp3	1	val
148074	International	[79]	[2, 79]	/148074.mp3	4	train
148584	Pop	[10]	[10]	/148584.mp3	5	train
148132	Instrumental	[18]	[18, 1235]	/148132.mp3	3	val
148532	Folk	[17]	[17]	/148532.mp3	1	train
148602	Folk	[17]	[17]	/148602.mp3	1	test
148235	Folk	[33, 103]	[33, 17, 103]	/148235.mp3	1	val
148187	Folk	[33, 103]	[33, 17, 103]	/148187.mp3	1	train
148076	International	[79]	[2, 79]	/148076.mp3	4	val
148773	Electronic	[15, 400]	[400, 182, 15]	/148773.mp3	0	train
148518	Pop	[10]	[10]	/148518.mp3	5	train
148212	Folk	[33, 103]	[33, 17, 103]	/148212.mp3	1	test
148077	International	[79]	[2, 79]	/148077.mp3	4	test
148613	Pop	[10]	[10]	/148613.mp3	5	val
148611	Pop	[10]	[10]	/148611.mp3	5	val
148211	Folk	[33, 103]	[33, 17, 103]	/148211.mp3	1	train
148133	Instrumental	[18]	[18, 1235]	/148133.mp3	3	test
148113	Instrumental	[18]	[18, 1235]	/148113.mp3	3	val
148075	International	[79]	[2, 79]	/148075.mp3	4	train
148443	Electronic	[15, 181, 337]	[337, 181, 15]	/148443.mp3	0	test
148612	Pop	[10]	[10]	/148612.mp3	5	val
148210	Folk	[33, 103]	[33, 17, 103]	/148210.mp3	1	train
148079	International	[79]	[2, 79]	/148079.mp3	4	train
148441	Electronic	[15, 181, 337]	[337, 181, 15]	/148441.mp3	0	test
148215	Folk	[33, 103]	[33, 17, 103]	/148215.mp3	1	train
148233	Folk	[33, 103]	[33, 17, 103]	/148233.mp3	1	train
148246	Rock	[58]	[58, 12]	/148246.mp3	6	test
148285	Pop	[362]	[362, 10]	/148285.mp3	5	train
148031	Hip-Hop	[100, 580]	[100, 21, 580]	/148031.mp3	2	val
148587	Pop	[10]	[10]	/148587.mp3	5	train
146683	Hip-Hop	[21]	[21]	/146683.mp3	2	val
146147	Hip-Hop	[21]	[21]	/146147.mp3	2	train
146716	Hip-Hop	[21]	[21]	/146716.mp3	2	train
146968	Folk	[17, 103]	[17, 103]	/146968.mp3	1	train
146726	Hip-Hop	[21]	[21]	/146726.mp3	2	train
146149	Hip-Hop	[21]	[21]	/146149.mp3	2	train
146478	Rock	[12, 66, 85]	[66, 12, 85]	/146478.mp3	6	train
146727	Hip-Hop	[21]	[21]	/146727.mp3	2	train
146153	Hip-Hop	[21]	[21]	/146153.mp3	2	val
146481	Rock	[12, 66, 85]	[66, 12, 85]	/146481.mp3	6	train
146970	Folk	[17, 103]	[17, 103]	/146970.mp3	1	val
146689	Hip-Hop	[21]	[21]	/146689.mp3	2	train
146148	Hip-Hop	[21]	[21]	/146148.mp3	2	test
146713	Hip-Hop	[21]	[21]	/146713.mp3	2	test
146151	Hip-Hop	[21]	[21]	/146151.mp3	2	train
146482	Rock	[12, 66, 85]	[66, 12, 85]	/146482.mp3	6	train
146020	Instrumental	[18]	[18, 1235]	/146020.mp3	3	val
146687	Hip-Hop	[21]	[21]	/146687.mp3	2	val
146017	Instrumental	[18]	[18, 1235]	/146017.mp3	3	train
146961	Folk	[17, 103]	[17, 103]	/146961.mp3	1	train
146879	Electronic	[15, 42, 236]	[42, 236, 15]	/146879.mp3	0	train
146969	Folk	[17, 103]	[17, 103]	/146969.mp3	1	train
146018	Instrumental	[18]	[18, 1235]	/146018.mp3	3	train
146458	Electronic	[15, 181, 236]	[236, 181, 15]	/146458.mp3	0	train
146150	Hip-Hop	[21]	[21]	/146150.mp3	2	val
146681	Hip-Hop	[21]	[21]	/146681.mp3	2	test
146639	Folk	[33, 103]	[33, 17, 103]	/146639.mp3	1	train
146483	Rock	[12, 66, 85]	[66, 12, 85]	/146483.mp3	6	train
146724	Hip-Hop	[21]	[21]	/146724.mp3	2	val
146152	Hip-Hop	[21]	[21]	/146152.mp3	2	train
146725	Hip-Hop	[21]	[21]	/146725.mp3	2	train
146019	Instrumental	[18]	[18, 1235]	/146019.mp3	3	test
146685	Hip-Hop	[21]	[21]	/146685.mp3	2	train
115811	Electronic	[240, 297]	[240, 297, 15]	/115811.mp3	0	test
115002	Instrumental	[1235]	[1235]	/115002.mp3	3	train
115321	Electronic	[286, 495]	[495, 286, 15]	/115321.mp3	0	train
115721	Electronic	[15, 296, 468]	[296, 468, 15]	/115721.mp3	0	train
115698	Electronic	[181, 182]	[181, 182, 15]	/115698.mp3	0	val
115761	Rock	[31]	[12, 31]	/115761.mp3	6	val
115768	Instrumental	[18]	[18, 1235]	/115768.mp3	3	val
115932	Folk	[17]	[17]	/115932.mp3	1	val
115948	Folk	[17]	[17]	/115948.mp3	1	train
115176	Instrumental	[1235]	[1235]	/115176.mp3	3	train
115475	Instrumental	[18, 1235]	[18, 1235]	/115475.mp3	3	train
115927	Folk	[17]	[17]	/115927.mp3	1	train
115392	Electronic	[240, 297]	[240, 297, 15]	/115392.mp3	0	train
115267	International	[2, 118, 130]	[2, 118, 130]	/115267.mp3	4	test
115892	Instrumental	[18, 1235]	[18, 1235]	/115892.mp3	3	train
115765	Rock	[31]	[12, 31]	/115765.mp3	6	train
115815	Electronic	[240, 297]	[240, 297, 15]	/115815.mp3	0	train
115699	Electronic	[181, 182]	[181, 182, 15]	/115699.mp3	0	train
115891	Instrumental	[18, 1235]	[18, 1235]	/115891.mp3	3	test
115735	Rock	[31, 66, 90]	[66, 12, 45, 53, 90, 31]	/115735.mp3	6	train
115762	Rock	[31]	[12, 31]	/115762.mp3	6	train
115471	Instrumental	[18, 1235]	[18, 1235]	/115471.mp3	3	train
115263	International	[2, 118, 130]	[2, 118, 130]	/115263.mp3	4	train
115812	Electronic	[240, 297]	[240, 297, 15]	/115812.mp3	0	test
115273	International	[118, 130]	[2, 118, 130]	/115273.mp3	4	train
115923	Folk	[33, 94]	[33, 17, 94]	/115923.mp3	1	test
115272	International	[118, 130]	[2, 118, 130]	/115272.mp3	4	test
115268	International	[2, 118, 130]	[2, 118, 130]	/115268.mp3	4	val
115472	Instrumental	[18, 1235]	[18, 1235]	/115472.mp3	3	val
115294	Instrumental	[1235]	[1235]	/115294.mp3	3	train
115888	Instrumental	[18, 1235]	[18, 1235]	/115888.mp3	3	train
115930	Folk	[17]	[17]	/115930.mp3	1	train
115774	Instrumental	[18]	[18, 1235]	/115774.mp3	3	train
115292	Instrumental	[1235]	[1235]	/115292.mp3	3	val
115813	Electronic	[240, 297]	[240, 297, 15]	/115813.mp3	0	train
115290	Instrumental	[1235]	[1235]	/115290.mp3	3	val
115262	International	[2, 118, 130]	[2, 118, 130]	/115262.mp3	4	train
115722	Electronic	[15, 296, 468]	[296, 468, 15]	/115722.mp3	0	train
115700	Electronic	[181, 182]	[181, 182, 15]	/115700.mp3	0	train
115767	Instrumental	[18]	[18, 1235]	/115767.mp3	3	train
115773	Instrumental	[18]	[18, 1235]	/115773.mp3	3	train
115816	Electronic	[240, 297]	[240, 297, 15]	/115816.mp3	0	train
115474	Instrumental	[18, 1235]	[18, 1235]	/115474.mp3	3	val
115470	Instrumental	[18, 1235]	[18, 1235]	/115470.mp3	3	train
115339	Electronic	[286, 495]	[495, 286, 15]	/115339.mp3	0	train
115271	International	[118, 130]	[2, 118, 130]	/115271.mp3	4	val
115473	Instrumental	[18, 1235]	[18, 1235]	/115473.mp3	3	train
115723	Electronic	[15, 296, 468]	[296, 468, 15]	/115723.mp3	0	train
115764	Rock	[31]	[12, 31]	/115764.mp3	6	train
115922	Folk	[33, 94]	[33, 17, 94]	/115922.mp3	1	train
115011	Instrumental	[1235]	[1235]	/115011.mp3	3	train
115772	Instrumental	[18]	[18, 1235]	/115772.mp3	3	train
115926	Folk	[33, 94]	[33, 17, 94]	/115926.mp3	1	train
115766	Rock	[31]	[12, 31]	/115766.mp3	6	train
115288	Instrumental	[1235]	[1235]	/115288.mp3	3	train
115769	Instrumental	[18]	[18, 1235]	/115769.mp3	3	train
115944	Folk	[17]	[17]	/115944.mp3	1	test
115724	Electronic	[15, 296, 468]	[296, 468, 15]	/115724.mp3	0	train
115293	Instrumental	[1235]	[1235]	/115293.mp3	3	val
115391	Electronic	[240, 297]	[240, 297, 15]	/115391.mp3	0	train
115771	Instrumental	[18]	[18, 1235]	/115771.mp3	3	train
115289	Instrumental	[1235]	[1235]	/115289.mp3	3	train
115925	Folk	[33, 94]	[33, 17, 94]	/115925.mp3	1	val
115697	Electronic	[181, 182]	[181, 182, 15]	/115697.mp3	0	train
115775	Instrumental	[18]	[18, 1235]	/115775.mp3	3	val
115269	International	[2, 118, 130]	[2, 118, 130]	/115269.mp3	4	val
115935	Folk	[17]	[17]	/115935.mp3	1	train
115814	Electronic	[240, 297]	[240, 297, 15]	/115814.mp3	0	train
112065	Rock	[31, 66]	[66, 12, 31]	/112065.mp3	6	train
112768	Electronic	[695]	[15, 695]	/112768.mp3	0	train
112020	Rock	[66, 85, 88]	[88, 66, 12, 85]	/112020.mp3	6	test
112066	Rock	[31, 66]	[66, 12, 31]	/112066.mp3	6	val
112211	Instrumental	[107]	[107, 1235]	/112211.mp3	3	val
112486	Hip-Hop	[21]	[21]	/112486.mp3	2	train
112001	Instrumental	[107]	[107, 1235]	/112001.mp3	3	train
112490	Electronic	[15, 236]	[236, 15]	/112490.mp3	0	val
112528	Rock	[12, 25, 109]	[25, 12, 109]	/112528.mp3	6	train
112315	Rock	[31, 98]	[98, 12, 31]	/112315.mp3	6	test
112978	Instrumental	[1235]	[1235]	/112978.mp3	3	test
112314	Rock	[31, 98]	[98, 12, 31]	/112314.mp3	6	val
112735	Rock	[27, 31, 45]	[27, 12, 45, 31]	/112735.mp3	6	test
112769	Electronic	[695]	[15, 695]	/112769.mp3	0	val
112767	Electronic	[695]	[15, 695]	/112767.mp3	0	train
112468	Hip-Hop	[21]	[21]	/112468.mp3	2	val
112733	Rock	[27, 31, 45]	[27, 12, 45, 31]	/112733.mp3	6	val
112210	Instrumental	[107]	[107, 1235]	/112210.mp3	3	val
112975	Instrumental	[1235]	[1235]	/112975.mp3	3	test
112526	Rock	[12, 25, 109]	[25, 12, 109]	/112526.mp3	6	train
112209	Instrumental	[107]	[107, 1235]	/112209.mp3	3	train
112316	Rock	[31, 98]	[98, 12, 31]	/112316.mp3	6	val
112487	Hip-Hop	[21]	[21]	/112487.mp3	2	test
112318	Rock	[31, 98]	[98, 12, 31]	/112318.mp3	6	train
112529	Rock	[12, 25, 109]	[25, 12, 109]	/112529.mp3	6	val
112000	Instrumental	[107]	[107, 1235]	/112000.mp3	3	test
112734	Rock	[27, 31, 45]	[27, 12, 45, 31]	/112734.mp3	6	train
112770	Electronic	[695]	[15, 695]	/112770.mp3	0	test
112976	Instrumental	[1235]	[1235]	/112976.mp3	3	val
112485	Hip-Hop	[21]	[21]	/112485.mp3	2	train
112252	Folk	[17]	[17]	/112252.mp3	1	train
112481	Hip-Hop	[21]	[21]	/112481.mp3	2	train
112527	Rock	[12, 25, 109]	[25, 12, 109]	/112527.mp3	6	test
112977	Instrumental	[1235]	[1235]	/112977.mp3	3	test
112483	Hip-Hop	[21]	[21]	/112483.mp3	2	val
112484	Hip-Hop	[21]	[21]	/112484.mp3	2	val
112317	Rock	[31, 98]	[98, 12, 31]	/112317.mp3	6	test
112488	Hip-Hop	[21]	[21]	/112488.mp3	2	val
123461	Instrumental	[18]	[18, 1235]	/123461.mp3	3	train
123760	Instrumental	[1235]	[1235]	/123760.mp3	3	test
123509	Pop	[10]	[10]	/123509.mp3	5	test
123490	Folk	[103]	[17, 103]	/123490.mp3	1	train
123484	Instrumental	[18, 1235]	[18, 1235]	/123484.mp3	3	val
123468	Instrumental	[18]	[18, 1235]	/123468.mp3	3	train
123821	Rock	[26]	[26, 12]	/123821.mp3	6	val
123003	Electronic	[15, 400, 468]	[400, 468, 182, 15]	/123003.mp3	0	train
123867	Rock	[85, 111]	[25, 12, 85, 111]	/123867.mp3	6	val
123438	Hip-Hop	[21, 100, 539]	[539, 100, 21]	/123438.mp3	2	val
123980	Hip-Hop	[21, 539]	[539, 21]	/123980.mp3	2	train
123506	Electronic	[240]	[240, 297, 15]	/123506.mp3	0	train
123981	Hip-Hop	[21]	[21]	/123981.mp3	2	train
123641	Hip-Hop	[21]	[21]	/123641.mp3	2	train
123000	Electronic	[15, 400, 468]	[400, 468, 182, 15]	/123000.mp3	0	train
123966	Hip-Hop	[21, 539]	[539, 21]	/123966.mp3	2	val
123474	Rock	[66, 88]	[88, 66, 12]	/123474.mp3	6	train
123868	Rock	[85, 111]	[25, 12, 85, 111]	/123868.mp3	6	test
123761	Instrumental	[1235]	[1235]	/123761.mp3	3	train
123974	Hip-Hop	[21, 539]	[539, 21]	/123974.mp3	2	test
123825	Rock	[88]	[88, 12]	/123825.mp3	6	train
123097	Folk	[17, 103]	[17, 103]	/123097.mp3	1	val
123970	Hip-Hop	[21, 539]	[539, 21]	/123970.mp3	2	train
123933	Electronic	[15, 183, 468]	[183, 468, 15]	/123933.mp3	0	train
123968	Hip-Hop	[21, 539]	[539, 21]	/123968.mp3	2	train
123899	Folk	[103]	[17, 103]	/123899.mp3	1	val
123832	Rock	[88]	[88, 12]	/123832.mp3	6	train
123834	Rock	[88]	[88, 12]	/123834.mp3	6	train
123969	Hip-Hop	[21, 539]	[539, 21]	/123969.mp3	2	val
123614	Hip-Hop	[21]	[21]	/123614.mp3	2	val
123986	Hip-Hop	[21]	[21]	/123986.mp3	2	val
123938	Electronic	[15, 183, 468]	[183, 468, 15]	/123938.mp3	0	val
123004	Electronic	[15, 400, 468]	[400, 468, 182, 15]	/123004.mp3	0	train
123439	Hip-Hop	[21, 100, 539]	[539, 100, 21]	/123439.mp3	2	train
123278	Rock	[31, 45]	[12, 45, 31]	/123278.mp3	6	test
123932	Electronic	[15, 183, 468]	[183, 468, 15]	/123932.mp3	0	val
123866	Rock	[85, 111]	[25, 12, 85, 111]	/123866.mp3	6	train
123934	Electronic	[15, 183, 468]	[183, 468, 15]	/123934.mp3	0	train
123099	Folk	[17, 103]	[17, 103]	/123099.mp3	1	val
123440	Hip-Hop	[21, 100, 539]	[539, 100, 21]	/123440.mp3	2	train
123504	Electronic	[240]	[240, 297, 15]	/123504.mp3	0	train
123488	Instrumental	[18, 1235]	[18, 1235]	/123488.mp3	3	train
123763	Instrumental	[1235]	[1235]	/123763.mp3	3	train
123935	Electronic	[15, 183, 468]	[183, 468, 15]	/123935.mp3	0	train
123503	Electronic	[240]	[240, 297, 15]	/123503.mp3	0	train
123973	Hip-Hop	[21, 539]	[539, 21]	/123973.mp3	2	val
123975	Hip-Hop	[21, 539]	[539, 21]	/123975.mp3	2	val
123502	Electronic	[240]	[240, 297, 15]	/123502.mp3	0	val
123835	Rock	[88]	[88, 12]	/123835.mp3	6	test
123762	Instrumental	[1235]	[1235]	/123762.mp3	3	train
123972	Hip-Hop	[21, 539]	[539, 21]	/123972.mp3	2	train
123977	Hip-Hop	[21, 539]	[539, 21]	/123977.mp3	2	train
123965	Hip-Hop	[21, 539]	[539, 21]	/123965.mp3	2	val
123273	Rock	[98]	[98, 12]	/123273.mp3	6	test
123964	Hip-Hop	[21, 539]	[539, 21]	/123964.mp3	2	train
123147	Hip-Hop	[21, 539]	[539, 21]	/123147.mp3	2	train
123523	Instrumental	[18, 1235]	[18, 1235]	/123523.mp3	3	val
123971	Hip-Hop	[21, 539]	[539, 21]	/123971.mp3	2	train
123094	Folk	[17, 103]	[17, 103]	/123094.mp3	1	train
123427	Rock	[25, 66]	[25, 66, 12]	/123427.mp3	6	val
123486	Instrumental	[18, 1235]	[18, 1235]	/123486.mp3	3	val
123647	Hip-Hop	[21]	[21]	/123647.mp3	2	train
123441	Hip-Hop	[21, 100, 539]	[539, 100, 21]	/123441.mp3	2	test
123936	Electronic	[15, 183, 468]	[183, 468, 15]	/123936.mp3	0	train
123002	Electronic	[15, 400, 468]	[400, 468, 182, 15]	/123002.mp3	0	train
123505	Electronic	[240]	[240, 297, 15]	/123505.mp3	0	val
123979	Hip-Hop	[21, 539]	[539, 21]	/123979.mp3	2	train
123764	Instrumental	[1235]	[1235]	/123764.mp3	3	test
123978	Hip-Hop	[21, 539]	[539, 21]	/123978.mp3	2	train
123937	Electronic	[15, 183, 468]	[183, 468, 15]	/123937.mp3	0	test
123001	Electronic	[15, 400, 468]	[400, 468, 182, 15]	/123001.mp3	0	train
123485	Instrumental	[18, 1235]	[18, 1235]	/123485.mp3	3	train
123442	Hip-Hop	[21, 100, 539]	[539, 100, 21]	/123442.mp3	2	val
123096	Folk	[17, 103]	[17, 103]	/123096.mp3	1	train
123467	Instrumental	[18]	[18, 1235]	/123467.mp3	3	test
123487	Instrumental	[18, 1235]	[18, 1235]	/123487.mp3	3	train
